image,2,1,3,4,0
c5_13um_1_002_f5_r0_c0.jpg,52,8,1,0,0
c5_13um_2_002_f5_r1_c4.jpg,10,5,0,5,1
c5_13um_2_f5_r0_c1.jpg,41,10,0,0,2
c5_13um_2_003_f5_r1_c4.jpg,12,8,2,0,1
c5_13um_2_004_f5_r3_c4.jpg,7,8,2,0,2
c5_13um_1_003_f5_r3_c3.jpg,22,5,0,9,1
c5_ctrl_1_002_f5_r1_c1.jpg,45,7,0,6,2
c5_13um_1_005_f5_r4_c3.jpg,12,3,0,2,0
c5_13um_1_005_f5_r4_c4.jpg,14,4,1,0,0
c5_13um_2_005_f5_r1_c1.jpg,16,4,0,2,0
c5_13um_1_003_f5_r2_c3.jpg,37,7,0,0,0
c5_13um_1_004_f5_r3_c3.jpg,53,12,0,1,1
c5_ctrl_1_002_f5_r0_c0.jpg,0,0,0,0,0
c5_ctrl_1_002_f5_r2_c0.jpg,55,6,0,5,0
c5_13um_2_005_f5_r0_c1.jpg,15,7,1,0,0
c5_13um_2_005_f5_r4_c2.jpg,12,3,0,0,1
c5_13um_2_f5_r2_c3.jpg,32,13,0,3,1
c5_13um_1_002_f5_r0_c1.jpg,81,7,0,0,0
c5_13um_1_003_f5_r0_c2.jpg,40,9,1,0,0
c5_13um_1_002_f5_r0_c4.jpg,4,2,1,0,0
c5_13um_1_003_f5_r0_c1.jpg,44,9,0,1,0
c5_13um_1_003_f5_r1_c0.jpg,60,10,0,0,0
c5_ctrl_1_003_f5_r1_c0.jpg,45,6,0,0,1
c5_ctrl_1_002_f5_r1_c0.jpg,27,7,0,3,0
c5_13um_1_004_f5_r1_c3.jpg,18,5,0,0,0
c5_13um_1_003_f5_r2_c0.jpg,47,6,0,0,0
c5_13um_2_002_f5_r3_c0.jpg,46,15,1,0,0
c5_13um_2_003_f5_r0_c0.jpg,21,10,0,1,0
c5_13um_1_f5_r3_c3.jpg,10,3,0,0,1
c5_13um_1_002_f5_r3_c0.jpg,1,0,0,6,0
c5_13um_2_002_f5_r4_c3.jpg,24,9,0,0,2
c5_13um_2_003_f5_r2_c3.jpg,18,11,0,0,1
c5_13um_2_002_f5_r0_c3.jpg,32,11,0,0,1
c5_13um_2_002_f5_r3_c3.jpg,25,11,0,0,0
c5_13um_1_003_f5_r4_c0.jpg,30,8,0,0,1
c5_13um_2_004_f5_r4_c3.jpg,6,2,0,2,0
c5_13um_1_002_f5_r2_c3.jpg,39,10,0,3,0
c5_13um_2_003_f5_r3_c4.jpg,19,10,2,0,1
c5_13um_2_003_f5_r4_c4.jpg,2,3,2,2,2
c5_13um_2_002_f5_r4_c1.jpg,36,11,0,2,2
c5_13um_1_002_f5_r3_c1.jpg,8,2,0,2,0
c5_13um_1_003_f5_r1_c1.jpg,63,6,0,1,0
c5_13um_1_002_f5_r1_c4.jpg,25,3,0,0,0
c5_13um_1_002_f5_r3_c3.jpg,16,7,0,0,0
c5_13um_1_002_f5_r4_c1.jpg,6,2,0,0,0
c5_13um_1_002_f5_r0_c2.jpg,39,5,0,0,0
c5_13um_1_003_f5_r0_c0.jpg,10,3,1,0,0
c5_13um_1_002_f5_r2_c0.jpg,12,4,0,1,1
c5_13um_1_002_f5_r2_c1.jpg,16,5,0,1,2
c5_13um_1_002_f5_r3_c2.jpg,14,7,0,2,0
c5_13um_1_002_f5_r1_c1.jpg,42,6,0,0,0
c5_13um_1_002_f5_r4_c2.jpg,10,1,0,3,0
c5_13um_1_002_f5_r3_c4.jpg,8,6,0,1,1
c5_13um_1_002_f5_r4_c3.jpg,7,2,0,2,1
c5_13um_1_002_f5_r2_c2.jpg,37,7,1,0,0
c6_5um_1_f5_r1_c0.jpg,13,4,0,2,2
c5_ctrl_1_002_f5_r1_c2.jpg,80,9,0,0,0
c6_2.5um_2_006_f5_r2_c3.jpg,33,3,0,7,0
c6_4um_1_003_f5_r0_c4.jpg,40,7,0,0,0
c5_13um_1_004_f5_r3_c4.jpg,12,5,0,1,0
c5_13um_1_004_f5_r0_c0.jpg,32,7,1,0,0
c5_13um_2_002_f5_r0_c4.jpg,21,9,0,0,0
c5_13um_1_005_f5_r0_c2.jpg,47,9,1,0,0
c5_13um_2_f5_r0_c4.jpg,24,9,0,1,0
c5_13um_2_f5_r1_c3.jpg,54,11,0,0,0
c5_13um_2_004_f5_r3_c3.jpg,16,12,0,0,0
c5_ctrl_1_002_f5_r2_c3.jpg,47,5,0,0,0
c5_13um_2_f5_r1_c0.jpg,48,14,0,0,0
c5_13um_2_004_f5_r2_c1.jpg,22,12,0,2,0
c5_13um_1_004_f5_r0_c3.jpg,21,9,0,0,0
c5_ctrl_1_003_f5_r0_c1.jpg,22,6,0,0,1
c6_5um_1_006_f5_r0_c3.jpg,11,10,0,0,1
c5_13um_2_003_f5_r4_c0.jpg,19,8,0,1,3
c5_13um_2_005_f5_r1_c4.jpg,7,4,0,0,0
c5_ctrl_1_002_f5_r3_c3.jpg,18,4,0,5,0
c5_13um_1_f5_r4_c3.jpg,0,0,0,0,0
c5_13um_1_003_f5_r1_c4.jpg,15,7,0,0,2
c5_13um_2_005_f5_r2_c4.jpg,13,3,0,3,0
c5_ctrl_1_002_f5_r0_c3.jpg,19,2,0,0,0
c5_13um_2_004_f5_r1_c1.jpg,21,9,0,0,0
c5_13um_1_005_f5_r2_c1.jpg,31,15,0,0,0
c5_13um_2_004_f5_r0_c4.jpg,6,3,2,1,1
c5_13um_1_f5_r1_c4.jpg,51,7,0,0,0
c5_13um_2_f5_r3_c0.jpg,21,6,0,0,0
c5_13um_2_005_f5_r4_c1.jpg,21,6,1,0,3
c5_13um_2_002_f5_r0_c1.jpg,42,13,0,0,0
c5_13um_2_f5_r3_c2.jpg,42,22,0,1,1
c5_13um_1_005_f5_r1_c2.jpg,28,9,1,0,0
c5_13um_2_f5_r3_c1.jpg,29,9,0,1,0
c5_13um_2_f5_r0_c3.jpg,28,11,0,1,1
c5_13um_1_005_f5_r4_c1.jpg,5,2,0,1,0
c5_13um_2_003_f5_r1_c1.jpg,25,10,1,0,1
c5_13um_1_003_f5_r2_c4.jpg,24,7,0,1,0
c5_13um_1_004_f5_r0_c1.jpg,34,9,2,0,0
c5_13um_1_005_f5_r3_c4.jpg,5,4,0,1,0
c5_13um_2_002_f5_r2_c3.jpg,18,6,0,0,0
c5_13um_2_004_f5_r2_c2.jpg,22,14,0,0,1
c5_13um_2_003_f5_r0_c2.jpg,28,7,1,0,0
c5_13um_1_003_f5_r3_c2.jpg,34,11,0,0,1
c5_13um_2_005_f5_r0_c0.jpg,8,7,0,0,1
c5_13um_2_f5_r4_c0.jpg,9,4,0,1,0
c5_13um_2_004_f5_r3_c1.jpg,32,8,1,0,1
c5_ctrl_1_003_f5_r1_c4.jpg,32,11,0,0,1
c5_13um_2_005_f5_r3_c3.jpg,10,4,0,0,0
c5_13um_1_f5_r1_c3.jpg,17,4,0,0,1
c5_ctrl_1_002_f5_r3_c4.jpg,10,6,0,4,3
c5_13um_2_004_f5_r4_c1.jpg,19,11,1,0,2
c5_13um_1_003_f5_r3_c4.jpg,52,15,0,0,1
c5_13um_2_f5_r2_c0.jpg,52,12,0,0,1
c5_13um_1_f5_r1_c0.jpg,6,2,0,4,0
c5_13um_2_002_f5_r2_c4.jpg,21,8,0,1,0
c5_13um_2_002_f5_r1_c2.jpg,14,6,1,0,0
c5_13um_2_003_f5_r2_c1.jpg,32,15,0,0,0
c5_ctrl_1_002_f5_r4_c1.jpg,48,9,0,0,1
c5_13um_1_f5_r4_c1.jpg,0,0,0,0,0
c5_13um_1_005_f5_r2_c3.jpg,46,8,0,0,1
c5_13um_2_005_f5_r0_c3.jpg,3,3,0,0,0
c5_13um_1_004_f5_r4_c1.jpg,20,6,0,0,0
c5_13um_2_004_f5_r1_c2.jpg,19,10,0,0,0
c5_13um_2_003_f5_r3_c3.jpg,19,17,0,0,0
c5_13um_2_002_f5_r4_c0.jpg,18,17,0,0,0
c5_13um_2_f5_r1_c2.jpg,28,11,0,0,1
c5_13um_1_005_f5_r0_c4.jpg,25,11,0,0,0
c5_ctrl_1_002_f5_r4_c3.jpg,28,3,0,1,0
c5_13um_1_004_f5_r2_c2.jpg,51,4,0,10,0
c5_13um_1_005_f5_r2_c0.jpg,18,4,0,1,1
c5_13um_1_005_f5_r1_c1.jpg,36,14,1,0,0
c5_13um_1_f5_r2_c2.jpg,25,5,0,3,0
c5_13um_2_002_f5_r3_c4.jpg,26,12,0,1,0
c5_13um_2_004_f5_r2_c4.jpg,14,12,2,0,1
c5_13um_2_f5_r3_c3.jpg,20,11,0,0,1
c5_ctrl_1_003_f5_r2_c1.jpg,21,8,0,3,1
c5_13um_1_f5_r0_c3.jpg,35,5,0,0,0
c5_13um_1_003_f5_r4_c4.jpg,22,7,1,2,1
c5_13um_1_004_f5_r4_c0.jpg,18,3,0,2,1
c5_13um_1_f5_r2_c1.jpg,18,3,0,0,0
c5_13um_1_003_f5_r1_c3.jpg,52,7,0,0,0
c5_13um_2_002_f5_r2_c0.jpg,22,11,0,0,3
c5_13um_2_f5_r4_c2.jpg,20,8,1,0,0
c5_13um_2_002_f5_r1_c3.jpg,27,8,2,0,0
c5_ctrl_1_002_f5_r1_c3.jpg,20,5,0,1,0
c5_13um_1_f5_r2_c4.jpg,54,10,0,0,0
c5_13um_2_005_f5_r3_c0.jpg,25,8,2,0,1
c5_13um_1_003_f5_r2_c2.jpg,34,8,0,0,0
c5_13um_1_005_f5_r4_c2.jpg,47,12,0,0,1
c5_13um_1_005_f5_r4_c0.jpg,12,10,0,0,0
c5_ctrl_1_002_f5_r4_c0.jpg,29,5,0,0,0
c5_13um_1_004_f5_r3_c0.jpg,48,10,0,1,0
c5_13um_2_002_f5_r4_c4.jpg,14,7,0,3,3
c5_13um_1_004_f5_r2_c3.jpg,44,11,1,0,1
c5_13um_2_004_f5_r2_c0.jpg,12,9,2,0,0
c5_ctrl_1_003_f5_r1_c3.jpg,37,3,0,0,0
c5_13um_1_003_f5_r4_c2.jpg,50,11,0,4,1
c5_ctrl_1_003_f5_r1_c2.jpg,39,10,0,1,0
c5_13um_1_003_f5_r2_c1.jpg,63,13,0,0,0
c5_ctrl_1_002_f5_r0_c1.jpg,12,2,0,0,0
c5_13um_1_f5_r0_c1.jpg,20,5,0,0,0
c5_13um_2_f5_r1_c4.jpg,25,7,0,1,0
c5_13um_2_002_f5_r3_c1.jpg,18,9,0,0,0
c5_13um_1_004_f5_r4_c4.jpg,2,2,1,0,1
c5_13um_1_f5_r2_c3.jpg,38,11,0,0,3
c5_ctrl_1_003_f5_r1_c1.jpg,56,14,0,0,0
c5_ctrl_1_002_f5_r0_c4.jpg,16,3,0,0,0
c5_13um_2_f5_r4_c1.jpg,22,5,0,1,0
c5_13um_2_005_f5_r0_c4.jpg,12,6,1,2,0
c5_13um_2_002_f5_r1_c0.jpg,23,11,0,0,2
c5_13um_2_002_f5_r0_c2.jpg,14,6,0,0,1
c5_ctrl_1_002_f5_r4_c2.jpg,12,3,0,0,0
c5_13um_1_005_f5_r3_c3.jpg,22,4,1,0,0
c5_13um_2_005_f5_r2_c2.jpg,1,1,1,1,0
c5_13um_2_003_f5_r3_c1.jpg,14,9,0,0,0
c5_13um_2_005_f5_r2_c0.jpg,7,6,1,1,0
c5_13um_2_005_f5_r0_c2.jpg,6,4,0,2,0
c5_13um_1_005_f5_r2_c4.jpg,11,6,1,0,0
c5_13um_2_005_f5_r3_c4.jpg,5,3,0,0,0
c5_13um_2_003_f5_r4_c2.jpg,11,9,0,4,0
c5_13um_1_005_f5_r1_c3.jpg,35,18,0,0,0
c5_13um_2_004_f5_r0_c0.jpg,18,9,0,0,1
c5_ctrl_1_003_f5_r2_c2.jpg,15,4,0,3,1
c5_13um_2_005_f5_r4_c4.jpg,10,6,0,0,2
c5_13um_2_003_f5_r4_c1.jpg,22,12,1,0,0
c5_13um_1_004_f5_r0_c4.jpg,12,6,3,0,0
c5_ctrl_1_002_f5_r2_c4.jpg,49,7,0,1,0
c5_13um_2_f5_r0_c0.jpg,21,4,0,0,0
c5_13um_2_f5_r2_c1.jpg,14,5,0,9,0
c5_13um_2_004_f5_r4_c4.jpg,13,8,3,0,1
c5_13um_1_004_f5_r1_c2.jpg,44,9,0,0,0
c5_13um_2_004_f5_r0_c2.jpg,21,7,0,0,0
c5_13um_2_003_f5_r3_c0.jpg,15,7,0,0,0
c5_13um_1_005_f5_r1_c0.jpg,61,12,1,0,0
c5_13um_1_003_f5_r4_c1.jpg,21,7,0,0,0
c5_13um_2_002_f5_r1_c1.jpg,44,7,0,0,0
c5_ctrl_1_003_f5_r0_c4.jpg,16,7,0,0,0
c5_13um_1_003_f5_r3_c1.jpg,42,12,1,1,0
c5_13um_1_004_f5_r2_c1.jpg,35,7,0,2,1
c5_13um_2_003_f5_r2_c0.jpg,22,8,0,0,1
c5_ctrl_1_002_f5_r0_c2.jpg,50,5,0,0,1
c5_13um_1_005_f5_r2_c2.jpg,52,9,0,0,0
c5_13um_2_003_f5_r3_c2.jpg,19,8,1,1,0
c5_13um_1_f5_r1_c2.jpg,4,1,0,4,0
c5_13um_2_002_f5_r2_c1.jpg,36,14,0,0,0
c5_13um_1_f5_r3_c1.jpg,3,0,0,0,0
c5_13um_1_004_f5_r4_c2.jpg,15,1,0,4,0
c5_13um_2_004_f5_r4_c2.jpg,12,5,0,1,1
c5_13um_1_f5_r2_c0.jpg,2,2,0,4,0
c5_13um_1_005_f5_r0_c0.jpg,14,5,0,0,0
